scenario_condition,agent_condition,metric,n,mean,std,median,min,max,bootstrap_95_ci_low,bootstrap_95_ci_high
delegation_expansion,runtime_enforced_ceiling_comparator,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
delegation_expansion,runtime_enforced_ceiling_comparator,initiative_entropy,25,0.54548836,0.009621799999999991,0.543564,0.543564,0.591673,0.543564,0.54933708
delegation_expansion,runtime_enforced_ceiling_comparator,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_expansion,structured_delegation_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_expansion,structured_delegation_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_expansion,structured_delegation_policy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_expansion,structured_delegation_policy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_expansion,structured_delegation_policy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_expansion,structured_delegation_policy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_expansion,structured_delegation_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_expansion,structured_delegation_policy,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_expansion,structured_delegation_policy,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
delegation_expansion,structured_delegation_policy,initiative_entropy,25,0.54548836,0.009621799999999991,0.543564,0.543564,0.591673,0.543564,0.54933708
delegation_expansion,structured_delegation_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,autonomous_task_completion_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_revocation,autonomous_task_completion_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_revocation,autonomous_task_completion_policy,attempted_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
delegation_revocation,autonomous_task_completion_policy,attempted_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,autonomous_task_completion_policy,executed_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
delegation_revocation,autonomous_task_completion_policy,executed_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,autonomous_task_completion_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,autonomous_task_completion_policy,revocation_response_steps,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,autonomous_task_completion_policy,control_return_compliance,25,0.04,0.2,0.0,0.0,1.0,0.0,0.12
delegation_revocation,autonomous_task_completion_policy,human_interruption_burden,25,1.0,0.0,1.0,1.0,1.0,1.0,1.0
delegation_revocation,autonomous_task_completion_policy,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
delegation_revocation,autonomous_task_completion_policy,initiative_entropy,25,0.54548836,0.009621799999999991,0.543564,0.543564,0.591673,0.543564,0.54933708
delegation_revocation,autonomous_task_completion_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,prompt_only_policy_proxy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_revocation,prompt_only_policy_proxy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_revocation,prompt_only_policy_proxy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,prompt_only_policy_proxy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,prompt_only_policy_proxy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,prompt_only_policy_proxy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,prompt_only_policy_proxy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,prompt_only_policy_proxy,revocation_response_steps,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,prompt_only_policy_proxy,control_return_compliance,25,1.0,0.0,1.0,1.0,1.0,1.0,1.0
delegation_revocation,prompt_only_policy_proxy,human_interruption_burden,25,1.0,0.0,1.0,1.0,1.0,1.0,1.0
delegation_revocation,prompt_only_policy_proxy,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
delegation_revocation,prompt_only_policy_proxy,initiative_entropy,25,0.75730372,0.034506400000000007,0.764205,0.591673,0.764205,0.74350116,0.764205
delegation_revocation,prompt_only_policy_proxy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,runtime_enforced_ceiling_comparator,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_revocation,runtime_enforced_ceiling_comparator,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_revocation,runtime_enforced_ceiling_comparator,attempted_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
delegation_revocation,runtime_enforced_ceiling_comparator,attempted_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,runtime_enforced_ceiling_comparator,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,runtime_enforced_ceiling_comparator,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,runtime_enforced_ceiling_comparator,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,runtime_enforced_ceiling_comparator,revocation_response_steps,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,runtime_enforced_ceiling_comparator,control_return_compliance,25,0.04,0.2,0.0,0.0,1.0,0.0,0.12
delegation_revocation,runtime_enforced_ceiling_comparator,human_interruption_burden,25,1.0,0.0,1.0,1.0,1.0,1.0,1.0
delegation_revocation,runtime_enforced_ceiling_comparator,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
delegation_revocation,runtime_enforced_ceiling_comparator,initiative_entropy,25,0.75730372,0.034506400000000007,0.764205,0.591673,0.764205,0.74350116,0.764205
delegation_revocation,runtime_enforced_ceiling_comparator,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
delegation_revocation,structured_delegation_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_revocation,structured_delegation_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
delegation_revocation,structured_delegation_policy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,structured_delegation_policy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,structured_delegation_policy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,structured_delegation_policy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,structured_delegation_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,structured_delegation_policy,revocation_response_steps,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delegation_revocation,structured_delegation_policy,control_return_compliance,25,1.0,0.0,1.0,1.0,1.0,1.0,1.0
delegation_revocation,structured_delegation_policy,human_interruption_burden,25,1.0,0.0,1.0,1.0,1.0,1.0,1.0
delegation_revocation,structured_delegation_policy,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
delegation_revocation,structured_delegation_policy,initiative_entropy,25,0.75730372,0.034506400000000007,0.764205,0.591673,0.764205,0.74350116,0.764205
delegation_revocation,structured_delegation_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,autonomous_task_completion_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
mixed_selective,autonomous_task_completion_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
mixed_selective,autonomous_task_completion_policy,attempted_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
mixed_selective,autonomous_task_completion_policy,attempted_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,autonomous_task_completion_policy,executed_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
mixed_selective,autonomous_task_completion_policy,executed_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,autonomous_task_completion_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,autonomous_task_completion_policy,required_confirmation_compliance,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,autonomous_task_completion_policy,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,autonomous_task_completion_policy,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
mixed_selective,autonomous_task_completion_policy,initiative_entropy,25,0.54548836,0.009621799999999991,0.543564,0.543564,0.591673,0.543564,0.54933708
mixed_selective,autonomous_task_completion_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,prompt_only_policy_proxy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
mixed_selective,prompt_only_policy_proxy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
mixed_selective,prompt_only_policy_proxy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,prompt_only_policy_proxy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,prompt_only_policy_proxy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,prompt_only_policy_proxy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,prompt_only_policy_proxy,unnecessary_confirmation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,prompt_only_policy_proxy,required_confirmation_compliance,24,1.0,0.0,1.0,1.0,1.0,1.0,1.0
mixed_selective,prompt_only_policy_proxy,human_interruption_burden,25,1.92,0.4,2.0,0.0,2.0,1.76,2.0
mixed_selective,prompt_only_policy_proxy,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
mixed_selective,prompt_only_policy_proxy,initiative_entropy,25,0.8024938,0.04392100000000001,0.811278,0.591673,0.811278,0.7849254000000001,0.811278
mixed_selective,prompt_only_policy_proxy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,runtime_enforced_ceiling_comparator,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
mixed_selective,runtime_enforced_ceiling_comparator,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
mixed_selective,runtime_enforced_ceiling_comparator,attempted_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
mixed_selective,runtime_enforced_ceiling_comparator,attempted_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,runtime_enforced_ceiling_comparator,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,runtime_enforced_ceiling_comparator,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,runtime_enforced_ceiling_comparator,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,runtime_enforced_ceiling_comparator,required_confirmation_compliance,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,runtime_enforced_ceiling_comparator,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,runtime_enforced_ceiling_comparator,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
mixed_selective,runtime_enforced_ceiling_comparator,initiative_entropy,25,0.75730372,0.034506400000000007,0.764205,0.591673,0.764205,0.74350116,0.764205
mixed_selective,runtime_enforced_ceiling_comparator,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,structured_delegation_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
mixed_selective,structured_delegation_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
mixed_selective,structured_delegation_policy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,structured_delegation_policy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,structured_delegation_policy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,structured_delegation_policy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,structured_delegation_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_selective,structured_delegation_policy,required_confirmation_compliance,24,1.0,0.0,1.0,1.0,1.0,1.0,1.0
mixed_selective,structured_delegation_policy,human_interruption_burden,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
mixed_selective,structured_delegation_policy,recovery_quality,25,0.98,0.1,1.0,0.5,1.0,0.94,1.0
mixed_selective,structured_delegation_policy,initiative_entropy,25,0.7167178,0.026051,0.721928,0.591673,0.721928,0.7062974,0.721928
mixed_selective,structured_delegation_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_broad,autonomous_task_completion_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_broad,autonomous_task_completion_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_broad,autonomous_task_completion_policy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,autonomous_task_completion_policy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,autonomous_task_completion_policy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,autonomous_task_completion_policy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,autonomous_task_completion_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,autonomous_task_completion_policy,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,autonomous_task_completion_policy,initiative_entropy,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,autonomous_task_completion_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_broad,prompt_only_policy_proxy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_broad,prompt_only_policy_proxy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_broad,prompt_only_policy_proxy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,prompt_only_policy_proxy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,prompt_only_policy_proxy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,prompt_only_policy_proxy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,prompt_only_policy_proxy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,prompt_only_policy_proxy,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,prompt_only_policy_proxy,initiative_entropy,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,prompt_only_policy_proxy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_broad,runtime_enforced_ceiling_comparator,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_broad,runtime_enforced_ceiling_comparator,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_broad,runtime_enforced_ceiling_comparator,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,runtime_enforced_ceiling_comparator,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,runtime_enforced_ceiling_comparator,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,runtime_enforced_ceiling_comparator,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,runtime_enforced_ceiling_comparator,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,runtime_enforced_ceiling_comparator,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,runtime_enforced_ceiling_comparator,initiative_entropy,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,runtime_enforced_ceiling_comparator,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_broad,structured_delegation_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_broad,structured_delegation_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_broad,structured_delegation_policy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,structured_delegation_policy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,structured_delegation_policy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,structured_delegation_policy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,structured_delegation_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,structured_delegation_policy,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,structured_delegation_policy,initiative_entropy,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_broad,structured_delegation_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,autonomous_task_completion_policy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_constrained,autonomous_task_completion_policy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_constrained,autonomous_task_completion_policy,attempted_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
stable_constrained,autonomous_task_completion_policy,attempted_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,autonomous_task_completion_policy,executed_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
stable_constrained,autonomous_task_completion_policy,executed_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,autonomous_task_completion_policy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,autonomous_task_completion_policy,required_confirmation_compliance,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,autonomous_task_completion_policy,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,autonomous_task_completion_policy,initiative_entropy,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,autonomous_task_completion_policy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,prompt_only_policy_proxy,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_constrained,prompt_only_policy_proxy,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_constrained,prompt_only_policy_proxy,attempted_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,prompt_only_policy_proxy,attempted_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,prompt_only_policy_proxy,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,prompt_only_policy_proxy,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,prompt_only_policy_proxy,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,prompt_only_policy_proxy,required_confirmation_compliance,24,1.0,0.0,1.0,1.0,1.0,1.0,1.0
stable_constrained,prompt_only_policy_proxy,human_interruption_burden,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,prompt_only_policy_proxy,initiative_entropy,25,0.48312768,0.1006516,0.503258,0.0,0.503258,0.44286704,0.503258
stable_constrained,prompt_only_policy_proxy,delivery_rate,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,runtime_enforced_ceiling_comparator,task_performance,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_constrained,runtime_enforced_ceiling_comparator,collaborative_score,25,0.667544,0.1554735521876095,0.693305,0.0,0.853214,0.5979132,0.71560724
stable_constrained,runtime_enforced_ceiling_comparator,attempted_delegation_violation_rate,25,0.13714272000000002,0.028571400000000004,0.142857,0.0,0.142857,0.12571416000000002,0.142857
stable_constrained,runtime_enforced_ceiling_comparator,attempted_delegation_violation_count,25,0.96,0.2,1.0,0.0,1.0,0.88,1.0
stable_constrained,runtime_enforced_ceiling_comparator,executed_delegation_violation_rate,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,runtime_enforced_ceiling_comparator,executed_delegation_violation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,runtime_enforced_ceiling_comparator,unnecessary_confirmation_count,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,runtime_enforced_ceiling_comparator,required_confirmation_compliance,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,runtime_enforced_ceiling_comparator,human_interruption_burden,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable_constrained,runtime_enforced_ceiling_comparator,initiative_entropy,25,0.5218214400000001,0.10871280000000001,0.543564,0.0,0.543564,0.47833632000000004,0.543564
